Country,Year,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Vietnam,2021,0.0,0.0,0.0,0.0,1.642,0.16,0.065,0.0,476.13,-5.003,-30.508,5942.799,579.233,1171.256,114.16,8.335,24.21,3228.462,314.672,46.621,47.928,245.69,244.87,23.802,0.345,4.16,12399.49,1.566,-5.769,-56.598,1442.627,140.61,9485.157,924.5,57.422,76.496,-18.559,-16.405,71.989,269.114,26.23,738.591,-18.559,-16.405,738.591,71.989,10.712,5.957,116.59,7.968,14.492,205.862,779.025,75.93,2112.096,31.008,17.034,27.705,60.759,284.054,1069.684,104.26,2914.334,42.578,23.504,0.82,0.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.423,-9.685,273.278,2.257,0.22,2803.767,-5.624,-6.556,1128.802,110.022,0.09,22.612,1.022,0.32,0.0,-5.882,-0.064,3.283,0.0,10.48,0.131,0.0,0.085,2512.311,1208.554,27.705,60.759,284.054,1069.684,104.26,2914.334,42.578,23.504,143.016,40.167,68.429,264.497,25.78,702.063,10.528,5.662,240.224,6.163,8.742,24.521,2.39,89.694,0.976,0.723
Australia,2022,8.918,0.111,51.558,1.35,124.153,3.25,1.188,0.081,570.353,-5.181,-23.441,16388.396,429.006,5001.641,130.93,-4.371,-142.653,119234.781,3121.258,47.863,25.828,273.55,273.55,17.973,4.527,71.941,63452.266,1.236,3.333,46.126,6978.918,182.69,54620.742,1429.83,66.785,86.082,9.226,36.511,432.269,1768.319,46.29,16513.037,4.268,63.131,58920.703,1542.391,16.922,26.024,156.02,4.504,1.72,43.437,653.999,17.12,1659.325,6.258,2.615,13.088,25.815,231.186,3470.932,90.86,8831.524,33.215,13.918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.173,33.056,568.555,208.959,5.47,21719.309,-7.244,-15.518,7590.77,198.707,2.0,34.229,10.172,3.187,0.0,-4.709,-0.503,121.73,0.0,388.588,1.165,0.0,0.612,10449.849,1661.016,13.088,25.815,231.186,3470.932,90.86,8831.524,33.215,13.918,20.358,16.258,97.883,1483.722,38.84,3739.198,14.199,5.893,12.145,8.229,78.345,1209.058,31.65,2992.854,11.57,4.717
Bangladesh,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.106,30.927,13.086,323.604,55.397,33.063,5.66,0.0,0.0,0.0,0.0,5.55,10.695,110.63,101.99,19.804,5.198,25.594,3025.794,0.604,5.052,24.703,588.014,100.66,3000.652,513.671,98.696,99.169,-6.278,-19.217,286.872,404.179,69.19,1675.789,-4.652,-10.984,1315.093,225.126,67.84,55.383,69.16,13.662,0.236,2.021,4.615,0.79,11.804,0.775,0.39,26.581,0.891,4.304,7.769,1.33,25.142,1.304,0.831,8.64,7.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.936,30.834,171.402,150.771,25.81,1001.259,0.0,0.0,0.0,0.0,25.306,33.091,0.012,0.0,0.0,0.274,0.0,0.0,0.0,0.072,0.0,0.0,0.002,595.783,517.975,26.581,0.891,4.304,7.769,1.33,25.142,1.304,0.831,41.344,0.655,2.258,3.096,0.53,13.189,0.52,0.436,0.0,0.0,0.013,0.058,0.01,0.077,0.01,0.003
Brazil,2022,-0.631,-1.535,1123.715,241.951,245.084,52.77,7.793,6.483,105.513,-17.81,-35.247,755.465,162.662,76.447,16.46,-10.357,-3.5,140.683,30.291,2.431,4.358,690.08,677.17,24.883,4.524,161.531,17333.797,1.171,-2.942,-56.777,329.612,70.97,8700.048,1873.238,10.48,50.191,-20.914,-84.588,319.876,195.575,42.11,1485.63,-5.466,-13.3,1068.334,230.027,6.219,8.571,71.45,17.721,164.164,1113.543,1983.666,427.11,5171.727,63.073,29.836,11.053,218.308,1858.963,2815.429,606.2,8633.749,89.52,49.809,12.91,1.871,-0.99,-0.499,36.424,67.622,14.56,169.166,2.15,0.976,4.75,63.058,1390.7,57.59,12.4,6458.953,4.018,73.316,8815.984,1898.201,1.831,37.262,175.677,55.033,0.0,-1.24,-2.206,255.596,0.0,815.914,8.127,0.0,4.707,3145.042,3732.201,11.289,218.807,1822.539,2747.807,591.64,8464.583,87.369,48.833,79.835,34.708,78.544,139.935,30.13,364.788,4.449,2.104,12.929,23.675,212.824,379.122,81.63,988.44,12.055,5.702
Canada,2022,19.92,4.881,764.161,29.385,221.562,8.52,1.292,0.74,161.434,-18.486,-24.261,2781.915,106.977,922.913,35.49,-1.786,-6.002,8582.786,330.045,5.38,2.693,608.54,659.65,21.225,2.715,104.998,103290.68,2.255,3.102,76.466,3185.857,122.51,66088.039,2541.371,18.572,63.983,4.371,51.852,1238.135,2190.651,84.24,32197.543,7.236,124.71,48062.285,1848.203,12.77,31.172,106.49,4.0,36.229,1036.923,10361.383,398.44,26965.062,60.402,26.106,2.87,28.531,1430.602,13968.259,537.14,37202.633,81.428,36.017,-51.11,-8.399,-5.819,-14.233,216.737,2253.062,86.64,5636.218,13.134,5.457,4.26,48.875,1196.26,72.294,2.78,31108.582,2.742,85.008,82845.945,3185.785,0.421,30.118,29.123,9.123,0.0,-10.372,-3.37,237.249,0.0,757.348,1.383,0.0,0.733,17154.117,3971.974,4.606,42.764,1213.865,11715.196,450.5,31566.414,68.294,30.561,16.641,2.565,18.381,156.289,6.01,477.997,0.911,0.463,2.895,2.459,100.052,975.963,37.53,2601.851,5.689,2.519
China,2022,2.003,0.573,20.467,29.183,123.874,176.63,1.996,0.066,585.821,0.338,82.305,17110.594,24397.779,3785.572,5397.8,9.439,2187.656,17789.365,25365.631,61.001,54.806,8834.42,8848.73,22.408,1.526,669.309,31220.076,1.651,0.222,80.402,4040.116,5760.75,25508.781,36372.648,65.103,81.706,-0.689,-26.204,3776.475,203.789,290.58,2648.509,6.034,126.245,1555.813,2218.414,3.284,8.483,5183.77,-0.144,-17.301,3384.379,913.908,1303.13,2373.525,14.727,7.603,8.067,588.912,8143.667,2165.655,3087.98,5711.298,34.897,18.294,-14.31,-0.162,2.523,21.987,1045.2,293.011,417.8,733.017,4.722,2.348,0.297,24.297,8198.392,50.754,72.37,5749.677,2.937,67.931,1669.779,2380.917,0.818,18.417,582.571,182.525,0.0,10.004,52.989,128.008,0.0,408.568,2.063,0.0,1.309,6205.771,44516.312,8.979,566.925,7098.467,1872.644,2670.18,4978.281,30.176,15.946,30.664,258.297,1113.95,299.968,427.72,781.233,4.834,2.502,16.296,272.367,1988.383,534.895,762.7,1394.488,8.619,4.467
Egypt,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.127,-13.252,-1.87,110.313,12.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.107,199.42,200.85,18.818,4.505,47.697,9968.82,0.758,4.87,48.452,1593.656,176.88,9400.669,1043.381,88.066,94.301,-2.469,-15.34,605.909,1435.173,159.29,5459.124,-4.884,-33.112,5810.265,644.882,79.308,54.762,114.51,-4.614,-1.809,34.641,124.335,13.8,312.113,6.871,3.131,-0.821,-0.755,63.059,215.965,23.97,568.152,11.934,5.699,-1.43,-0.717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.261,65.662,425.229,158.483,17.59,3831.232,1.094,3.765,3135.676,348.029,8.758,38.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1809.621,1106.44,-0.821,-0.755,63.059,215.965,23.97,568.152,11.934,5.699,8.331,1.033,14.044,45.319,5.03,126.534,2.504,1.269,0.513,0.021,14.374,46.31,5.14,129.504,2.559,1.299
France,2022,15.344,5.346,621.811,40.186,151.331,9.78,2.084,1.748,78.811,-14.157,-10.624,996.784,64.419,67.0,4.33,0.0,0.0,0.0,0.0,0.923,2.803,484.29,469.35,28.024,-11.377,-295.065,35566.758,0.86,-4.797,-61.765,936.456,60.52,18967.49,1225.805,12.894,53.329,-10.849,-46.696,383.718,707.758,45.74,5937.455,0.0,0.0,0.0,0.0,9.745,16.694,36.99,-24.522,-38.058,115.418,704.354,45.52,1785.925,9.699,5.021,-16.478,-233.3,1072.755,6326.03,408.83,16599.271,87.106,46.671,14.94,3.085,-22.309,-215.201,737.357,4560.504,294.73,11409.492,62.795,32.079,-0.568,-4.446,777.668,161.698,10.45,12033.249,0.0,0.0,0.0,0.0,2.226,33.833,31.067,10.38,0.6,5.379,1.586,160.615,9.284,480.71,2.212,0.128,1.352,7262.487,2298.56,-2.169,-18.099,335.398,1765.526,114.1,5189.78,24.31,14.592,28.651,10.973,49.911,303.9,19.64,772.299,4.185,2.171,2.497,2.054,98.816,596.658,38.56,1529.035,8.216,4.299
Germany,2022,0.152,0.053,419.109,34.941,577.427,48.14,8.483,1.024,420.057,3.188,19.826,7697.751,641.76,2158.814,179.98,3.437,11.011,3974.387,331.344,31.716,18.803,540.21,567.47,19.446,-3.712,-131.581,40938.07,0.873,-3.638,-98.054,3374.482,281.33,31151.562,2597.101,49.576,76.094,-15.472,-141.933,775.447,957.181,79.8,9301.292,-6.162,-2.795,510.649,42.573,14.062,22.72,238.37,-10.343,-5.489,45.949,211.467,17.63,551.142,3.107,1.346,-4.045,-33.526,815.899,3432.177,286.14,9786.506,50.424,23.906,-27.26,-5.046,-49.792,-86.748,86.835,416.338,34.71,1041.57,6.117,2.544,2.081,24.053,1179.893,258.487,21.55,14152.52,0.0,0.0,0.0,0.0,3.798,34.571,165.541,48.35,0.21,3.177,5.125,579.946,2.519,1985.628,8.52,0.037,4.85,6806.658,3413.0,7.719,53.222,729.064,3015.839,251.43,8744.936,44.307,21.361,22.221,28.114,157.221,729.161,60.79,1885.822,10.712,4.607,8.87,25.418,325.412,1495.265,124.66,3903.235,21.968,9.534
India,2022,42.38,8.339,19.769,28.016,28.747,40.74,2.193,0.277,705.131,3.921,209.866,3925.179,5562.658,973.84,1380.1,12.472,463.543,2949.639,4180.149,74.28,55.058,1857.53,1857.98,19.756,5.405,518.104,7129.11,0.964,4.487,384.347,1009.7,1430.92,6315.175,8949.696,77.015,88.583,-6.608,-41.219,582.508,33.193,47.04,411.036,4.426,12.631,210.291,298.019,2.532,5.766,1310.12,9.104,36.528,456.08,123.429,174.92,321.824,9.415,4.514,14.422,133.759,1153.487,301.346,427.06,813.935,22.985,11.417,-0.45,-0.024,5.184,5.294,115.57,32.593,46.19,81.549,2.486,1.144,8.332,215.699,2804.53,2.667,3.78,1978.961,-2.872,-11.357,271.002,384.057,0.203,27.759,123.114,38.567,0.0,8.654,9.806,27.214,0.0,86.873,2.076,0.0,1.219,1311.047,10103.183,15.575,128.465,1037.917,268.753,380.87,732.385,20.499,10.273,39.312,69.356,248.09,67.148,95.16,175.06,5.122,2.456,2.865,4.437,182.617,49.429,70.05,128.86,3.77,1.808
Indonesia,2022,12.427,10.561,346.791,95.542,74.845,20.62,6.182,3.423,675.931,59.39,453.281,4415.625,1216.511,745.223,205.31,10.038,353.562,14068.312,3875.839,61.555,43.58,334.51,333.54,12.464,26.077,577.369,10132.153,0.798,27.341,540.01,973.244,268.13,9129.119,2515.085,80.389,90.1,2.594,11.136,440.48,205.843,56.71,1598.829,-2.43,-15.653,2280.994,628.417,17.002,15.78,225.45,10.519,6.538,71.162,99.092,27.3,258.299,8.185,2.549,13.991,37.358,276.337,237.422,65.41,1003.034,19.611,9.9,0.97,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.66,75.593,858.094,22.178,6.11,3114.665,-6.651,-26.099,1329.641,366.318,1.832,30.74,107.549,37.31,16.69,20.805,19.822,135.426,60.58,390.375,11.186,5.004,3.853,1210.666,2791.422,13.991,37.358,276.337,237.422,65.41,1003.034,19.611,9.9,130.365,0.653,1.157,1.597,0.44,4.199,0.132,0.041,-18.535,-0.215,0.928,1.307,0.36,3.369,0.108,0.033
Iran,2022,0.0,0.0,0.0,0.0,0.226,0.02,0.006,0.0,665.154,3.216,0.67,242.841,21.504,8.47,0.75,0.0,0.0,0.0,0.0,0.215,0.62,340.93,348.13,10.165,4.359,144.815,39151.336,2.205,4.167,136.355,3750.512,332.11,38495.457,3408.794,95.398,98.325,4.3,98.698,2394.013,3390.041,300.19,27035.543,2.0,48.57,27973.367,2477.058,86.229,69.054,231.56,1.28,0.33,36.51,84.133,7.45,412.31,2.14,1.053,17.986,8.46,58.079,180.914,16.02,655.88,4.602,1.675,-7.2,-2.112,85.664,7.547,16.427,74.195,6.57,185.511,1.887,0.474,3.868,36.987,993.278,352.002,31.17,11217.07,4.679,93.698,23672.781,2096.238,8.954,28.651,0.09,0.028,0.0,26.27,0.019,0.319,0.0,1.017,0.008,0.0,0.003,3931.426,3466.873,2.607,0.913,41.651,106.719,9.45,470.369,2.715,1.201,18.321,0.273,1.801,8.244,0.73,20.34,0.21,0.052,10.251,0.291,3.25,14.116,1.25,36.702,0.359,0.094
Italy,2022,-10.624,-1.469,209.248,12.353,298.285,17.61,6.29,0.719,378.447,32.528,21.202,1463.218,86.385,382.977,22.61,0.0,0.0,0.0,0.0,8.076,5.027,322.95,279.96,18.098,-2.848,-50.366,29104.418,0.804,-0.399,-5.745,3043.999,179.71,24294.357,1434.277,64.191,83.473,-9.913,-71.747,651.99,2396.275,141.47,11043.667,-0.818,-0.26,534.932,31.581,50.532,37.945,105.95,-37.434,-44.73,74.036,481.05,28.4,1254.057,10.144,4.309,-13.323,-44.621,283.974,1698.074,100.25,4810.061,35.809,16.527,42.99,13.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.88,44.799,695.903,264.747,15.63,11787.474,-6.655,-3.746,890.056,52.547,5.583,40.501,70.836,23.45,5.84,-6.131,-4.891,397.205,98.92,1199.853,8.376,2.086,4.123,4742.073,1718.251,-13.323,-44.621,283.974,1698.074,100.25,4810.061,35.809,16.527,12.311,7.798,73.317,476.308,28.12,1241.865,10.044,4.267,-2.07,-1.329,53.431,343.511,20.28,905.038,7.244,3.11
Japan,2022,0.828,0.041,40.675,5.042,334.646,41.48,4.013,0.101,512.805,-0.288,-3.943,11016.588,1365.525,2811.418,348.48,3.325,0.151,37.906,4.699,33.717,27.284,1033.55,1033.55,22.575,-0.647,-32.601,40377.672,1.048,-0.502,-21.653,6089.873,754.85,34646.324,4294.471,73.035,85.806,-3.173,-32.838,1002.223,2908.714,360.54,8085.595,0.0,0.0,0.0,0.0,34.884,20.025,530.01,-5.975,-13.164,195.192,604.106,74.88,1574.74,7.245,3.9,-1.589,-10.947,710.41,2248.457,278.7,5731.347,26.965,14.194,0.0,0.0,-15.433,-24.199,129.528,417.663,51.77,1044.99,5.009,2.588,0.791,15.127,1926.723,369.741,45.83,15544.143,0.0,0.0,0.0,0.0,4.434,38.497,118.667,37.83,0.0,8.725,9.623,305.199,0.0,957.365,3.66,0.0,2.371,8338.329,5004.881,2.387,13.252,580.882,1830.794,226.93,4686.357,21.956,11.606,8.184,17.158,237.434,826.128,102.4,1915.535,9.908,4.744,-1.266,-0.406,24.547,65.913,8.17,198.041,0.79,0.49
Malaysia,2022,7.724,0.742,305.082,10.354,33.885,1.15,0.635,0.778,605.831,-1.238,-3.298,7750.792,263.048,2250.855,76.39,0.0,0.0,0.0,0.0,42.183,19.759,180.07,181.09,14.238,6.789,84.63,39226.555,1.517,6.873,78.907,4316.667,146.5,36152.355,1226.946,80.899,92.163,1.156,5.936,519.453,2013.954,68.35,15305.843,5.096,40.248,24457.016,830.027,37.744,39.019,109.71,5.236,3.835,82.865,905.174,30.72,2441.642,16.964,6.224,6.394,5.723,104.333,1019.205,34.59,3074.202,19.101,7.837,-1.02,-0.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.715,76.269,444.445,51.859,1.76,13095.718,-2.012,-6.051,8683.122,294.69,0.972,33.385,3.939,1.234,0.0,0.0,0.0,36.36,0.0,116.069,0.681,0.0,0.296,5335.873,1331.279,6.394,5.723,104.333,1019.205,34.59,3074.202,19.101,7.837,19.444,1.146,7.175,80.146,2.72,211.409,1.502,0.539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mexico,2022,7.245,0.184,21.353,2.723,51.92,6.62,1.943,0.12,475.359,23.057,12.711,532.037,67.837,171.524,21.87,0.021,0.008,299.751,38.219,6.419,2.984,343.79,340.69,16.061,4.467,97.189,17827.531,1.118,5.059,97.551,1944.329,247.91,15887.447,2025.715,72.767,89.117,-0.755,-6.918,909.47,1504.265,191.8,7132.87,5.169,16.578,2645.45,337.306,56.298,40.01,161.95,2.424,1.863,92.707,280.148,35.72,727.088,10.485,4.078,0.149,-0.361,247.369,727.663,92.78,1940.085,27.233,10.883,3.1,0.902,-9.003,-2.795,27.144,85.095,10.85,212.884,3.185,1.194,9.592,91.758,1048.408,268.54,34.24,8222.54,1.234,13.843,8905.209,1135.451,10.05,46.123,18.24,6.697,0.0,9.667,1.821,52.521,0.0,143.057,1.966,0.0,0.802,2671.992,2273.084,1.438,2.434,220.225,642.568,81.93,1727.201,24.048,9.688,0.729,0.191,53.034,151.132,19.27,415.943,5.656,2.333,-2.591,-1.625,53.521,159.367,20.32,419.761,5.964,2.355
Netherlands,2022,27.656,2.573,676.241,11.878,557.389,9.79,8.139,1.243,324.992,-1.195,-0.778,3662.791,64.333,842.632,14.8,0.0,0.0,0.0,0.0,12.305,6.735,116.01,120.28,13.894,-5.857,-59.424,54383.41,1.086,-9.345,-82.592,3855.04,67.71,45617.457,801.226,56.294,83.881,-20.968,-73.056,275.361,2718.626,47.75,15677.567,-16.877,-30.417,8529.115,149.806,39.699,28.828,39.09,-43.339,-0.101,0.13,2.847,0.05,7.422,0.042,0.014,20.306,23.168,153.965,2993.051,52.57,8765.952,43.706,16.119,-4.27,-3.681,8.578,0.786,10.398,236.848,4.16,592.02,3.459,1.089,-1.862,-8.758,461.531,293.782,5.16,26277.1,0.0,0.0,0.0,0.0,4.29,48.318,31.238,9.79,0.0,-10.368,-3.613,557.389,0.0,1778.511,8.139,0.0,3.27,6848.09,955.191,21.21,22.382,143.567,2756.203,48.41,8173.932,40.248,15.03,51.088,14.948,44.527,972.443,17.08,2535.108,14.2,4.662,18.59,8.574,55.795,1223.524,21.49,3176.651,17.867,5.841
Nigeria,2022,0.0,0.0,0.0,0.0,0.092,0.02,0.054,0.0,516.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.98,36.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.561,28.97,0.0,0.0,78.34,0.0,0.0,0.0,0.0,132.561,28.97,0.0,-10.147,-53.214,2156.089,471.194,78.34,0.0,19.09,0.0,0.0,0.0,36.332,7.94,0.0,21.471,0.0,0.0,0.0,0.0,36.652,8.01,0.0,21.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.151,-132.788,3686.142,805.574,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.092,0.0,0.0,0.054,0.0,0.0,169.213,0.0,0.0,0.0,0.0,36.652,8.01,0.0,21.66,0.0,0.0,0.0,0.0,0.229,0.05,0.0,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan,2022,0.0,0.0,0.0,0.0,8.099,1.91,1.133,0.0,463.656,-11.065,-22.215,757.113,178.546,127.298,30.02,-2.559,-1.369,221.03,52.124,17.813,17.878,169.03,168.53,18.747,-7.851,-85.086,4234.945,0.757,-10.409,-97.095,446.391,105.27,3543.777,835.711,62.464,83.679,-14.902,-66.898,382.023,239.373,56.45,1619.943,-12.226,-39.934,1215.692,286.69,33.496,38.252,78.14,-8.326,-8.528,89.944,146.634,34.58,381.401,20.519,9.006,8.629,12.009,162.995,268.25,63.26,691.169,37.536,16.321,0.5,0.296,41.768,16.256,55.665,94.477,22.28,236.043,13.22,5.574,-2.819,-7.982,275.142,79.72,18.8,1166.72,0.0,0.0,0.0,0.0,11.155,27.55,3.08,1.91,0.0,37.085,0.833,8.099,0.0,13.061,1.133,0.0,0.308,714.641,998.705,-3.613,-4.248,107.33,173.773,40.98,455.126,24.316,10.747,17.842,0.327,2.204,5.513,1.3,9.348,0.771,0.221,35.236,3.12,12.102,13.527,3.19,51.316,1.893,1.212
Philippines,2022,8.891,0.516,54.675,6.318,10.817,1.25,1.106,1.107,601.097,0.856,1.883,1919.761,221.846,577.627,66.75,0.0,0.0,0.0,0.0,59.066,38.853,113.01,113.01,21.265,4.672,25.484,4941.15,0.563,4.581,21.922,764.458,88.34,4330.767,500.459,78.17,87.647,-6.176,-2.028,30.804,168.745,19.5,266.563,0.0,0.0,0.0,0.0,17.255,5.395,67.93,9.681,2.242,26.405,78.575,9.08,228.499,8.035,4.624,6.177,3.562,70.535,213.484,24.67,610.383,21.83,12.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.775,22.067,247.81,18.086,2.09,2144.442,0.0,0.0,0.0,0.0,1.849,43.4,30.301,12.74,11.49,2.485,0.536,110.247,99.43,262.208,11.273,10.167,5.307,977.942,570.994,6.177,3.562,70.535,213.484,24.67,610.383,21.83,12.353,23.912,0.906,4.767,13.673,1.58,41.25,1.398,0.835,-18.549,-0.637,2.745,10.99,1.27,23.751,1.124,0.481
Poland,2022,7.455,0.905,327.139,13.039,191.434,7.63,4.273,1.099,733.184,-6.334,-33.518,12435.237,495.633,3129.427,124.73,-2.819,-13.784,11921.715,475.165,69.857,41.76,176.87,178.55,15.917,-3.094,-37.89,29778.053,0.964,-5.044,-56.891,3535.376,140.91,26873.613,1071.105,78.919,90.246,-16.846,-37.692,186.046,285.018,11.36,4667.831,-2.057,-0.799,954.499,38.044,6.362,15.675,130.91,-15.86,-0.99,5.131,49.427,1.97,128.743,1.103,0.432,18.792,19.001,115.763,944.373,37.64,2904.443,21.081,9.754,-1.68,-0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.817,14.318,389.426,120.932,4.82,9770.544,0.0,0.0,0.0,0.0,2.7,32.811,24.36,7.63,0.0,-5.335,-1.373,191.434,0.0,611.19,4.273,0.0,2.052,4479.749,1186.868,18.792,19.001,115.763,944.373,37.64,2904.443,21.081,9.754,111.203,11.369,21.664,208.495,8.31,543.552,4.654,1.825,21.844,9.09,51.568,495.018,19.73,1293.819,11.05,4.345
Russia,2022,37.387,1.044,26.518,3.837,5.805,0.84,0.072,0.044,436.278,12.127,115.41,7373.841,1067.093,1328.834,192.3,1.145,29.412,17952.029,2597.898,16.479,12.362,1149.89,1166.94,14.648,3.561,296.827,59650.238,2.313,4.67,336.123,5100.637,738.13,52059.961,7533.77,63.253,87.275,3.907,168.605,4484.05,3689.432,533.91,30985.746,-11.928,-837.487,42730.566,6183.682,45.753,51.946,509.11,-7.862,-46.021,515.343,1365.942,197.67,3561.133,16.939,5.97,-2.871,-39.295,1098.415,2963.169,428.81,7590.28,36.747,12.725,-17.05,-1.483,0.588,1.235,559.65,1545.815,223.7,3867.301,19.17,6.483,2.699,52.108,1982.627,82.37,11.92,13700.375,1.807,113.198,44081.996,6379.251,1.021,22.968,2.378,0.842,0.0,2.784,0.054,5.817,0.0,16.43,0.072,0.0,0.028,8063.805,8632.184,-6.32,-40.53,538.765,1417.354,205.11,3722.979,17.577,6.241,3.746,0.204,6.254,16.585,2.4,43.214,0.206,0.072,62.526,4.189,10.953,29.023,4.2,75.686,0.36,0.127
Saudi Arabia,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706.791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.54,401.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11006.946,400.75,0.0,0.0,99.791,0.0,0.0,0.0,0.0,7398.481,269.37,0.0,0.0,0.0,0.0,0.0,67.076,0.0,283.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.071,0.84,0.0,0.209,0.0,-0.05,-0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3608.466,131.38,0.0,0.0,0.0,0.0,0.0,32.715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11030.019,0.0,0.0,0.0,0.0,23.071,0.84,0.0,0.209,0.0,0.0,0.0,0.0,22.797,0.83,0.0,0.207,0.0,0.0,0.0,0.0,0.275,0.01,0.0,0.002,0.0
